ser,deathRate,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
1164,185.6,560,217,492.4,52852,102804,13.7,165.3632154,"(51046.4, 54545.6]",38.9,37.4,39.9,"Walworth County, Wisconsin",2.53,51.5,8.6,31,,6.1,31.8,17.3,62.9,7.2,73.3,,51,30.9,15.5,93.52089985,1.012238085,0.88704277,2.294276924,51.75544794,4.797917183
1165,209.5,116,55,472.2,42079,15552,13.4,0,"(40362.7, 42724.4]",49.2,49.1,49.4,"Washburn County, Wisconsin",2.16,59.3,13.6,51.1,,6.3,38.8,14.1,52.9,6.6,64.8,43.9,38,45.3,22.4,95.53503185,0.535031847,0.541401274,0.299363057,53.25584652,5.452638937
1166,153,707,237,467.5,69346,133674,5.9,44.88531801,"(61494.5, 125635]",42.1,40.8,43,"Washington County, Wisconsin",0.0249,60.5,12,36.9,42.8,8.3,30,20.9,68.5,4.5,82.8,68.2,62.4,25.2,11,95.78697121,1.035953687,0.993823399,0.410770307,59.83515133,5.225693273
1167,155.3,2221,750,474.7,76584,396488,5.8,534.6946188,"(61494.5, 125635]",42.8,41.5,43.9,"Waukesha County, Wisconsin",2.51,59.7,11,29.4,,15.1,24.3,27.5,66.3,4.2,84.6,,63.9,23.7,9.8,92.88095401,1.423047531,2.960852864,0.981534657,60.15575098,4.334726295
1168,189.4,333,147,472.2,52850,51945,10.4,0,"(51046.4, 54545.6]",44.4,43.5,45.3,"Waupaca County, Wisconsin",2.35,55.5,14.7,47.1,33.1,5.2,43.7,12.6,60.7,5.7,73.5,57.6,52,33.4,16.7,96.91127098,0.441247002,0.447002398,0.627338129,53.3624373,5.973097545
1169,181.1,158,70,432.3,46835,24033,13.9,0,"(45201, 48021.6]",47.9,46.8,49.2,"Waushara County, Wisconsin",2.39,56,29.6,39.1,,4.2,42.3,9.8,51.6,7.2,67,46.7,41.4,41.8,19.3,94.42868303,1.837917849,0.365938901,1.397968834,56.31128083,4.379909545
1170,172.9,891,332,483.9,52711,169546,12.1,176.9431305,"(51046.4, 54545.6]",37.7,37.1,38.5,"Winnebago County, Wisconsin",2.33,48.7,7.4,28.2,57.3,7.1,34,18.8,62.7,4.7,76.3,62.2,57.4,29.3,15.1,92.54455516,2.041371802,2.425978083,0.766845755,47.64356895,4.928895838
1171,156.6,442,165,452.9,51003,73435,11.3,2178.797576,"(48021.6, 51046.4]",43.4,42.1,44.8,"Wood County, Wisconsin",2.3,55.3,12.2,39.4,,10.1,39.2,12.9,61.2,6.6,72.8,54.7,48.5,37.5,18.7,94.99675728,0.532346106,1.991568935,0.614765173,51.03572217,4.989577905
1172,128.4,114,36,397.6,42838,37956,24,0,"(42724.4, 45201]",26.6,26.1,27,"Albany County, Wyoming",2.26,39.8,1.4,14.7,,9.9,17,27.7,64.5,4.7,79.8,69.4,58,19,9.1,89.4875549,1.280447225,3.069346466,2.611473446,39.24786107,4.074920055
1173,159.8,63,27,416.6,50437,12022,10.7,0,"(48021.6, 51046.4]",41.2,41.5,40.6,"Big Horn County, Wyoming",2.59,56.2,21.7,37.4,,0.1,31.3,14.5,56.9,4.4,65.3,49.4,44.3,32.3,14.6,95.03993274,0.058848256,0.479192938,1.269440942,56.44622578,6.672369547
1174,215.9,146,58,436.5,79358,49220,7.1,0,"(61494.5, 125635]",32.7,32.4,32.9,"Campbell County, Wyoming",2.71,56.6,18.3,37.6,,5.8,34.4,14.7,73.6,4,77,69.2,65.1,16.1,8.8,93.57257409,0.791452315,0.635244621,1.970299711,56.15648201,5.19665272
1175,151.5,77,26,426.1,58225,15559,12.3,64.27148274,"(54545.6, 61494.5]",39,38.2,39.8,"Carbon County, Wyoming",2.44,53.2,17.6,41.6,,6.6,35.6,13.6,63.5,4.3,71.2,57,51.5,27.1,13,91.59412923,1.410508927,0.21602389,1.855263994,51.06417813,5.625
1176,196.6,67,30,434.9,63166,14236,9.3,0,"(61494.5, 125635]",40.3,38.9,41.6,"Converse County, Wyoming",2.47,58.9,12.4,48.4,,3.7,38,12.4,66.4,5.1,74.1,57.9,50.7,28.8,12.8,95.10673002,0.141833912,0.921920431,0.744628041,56.42064471,9.966777409
1177,152.2,28,15,280.9,59701,7444,8.4,0,"(54545.6, 61494.5]",43.4,42.6,44.8,"Crook County, Wyoming",2.43,67.4,19.9,41.2,,0.8,34.7,12.8,65,4.1,73.1,55.7,45.6,29.5,12.6,98.93484576,0.193664407,0.124498548,0.262830267,64.13116971,5.333333333
1178,169,191,81,409.3,48624,40315,14,0,"(48021.6, 51046.4]",38.2,37.1,39.4,"Fremont County, Wyoming",2.61,49.6,21.6,31.2,,4.4,31.7,14.6,59.2,7.8,59,,39.6,34,18.3,73.85106122,0.483376273,0.596245859,1.376518219,49.50424005,6.7516967
1179,159.5,72,31,392.1,45721,13383,14.3,0,"(45201, 48021.6]",42.9,41.6,44.7,"Goshen County, Wyoming",2.35,52.9,13.3,39.2,,1.8,29.9,14.1,55,6.8,67.1,47,40.1,37.8,16.1,91.92262256,0.361783816,0.243650325,4.282339043,52.80460624,7.372914241
1180,163,37,13,484.2,44427,4741,10.9,0,"(42724.4, 45201]",49.6,48.1,50.1,"Hot Springs County, Wyoming",2.15,55.9,15.7,7.1,72.7,4.5,30.8,13.1,59.2,3.3,65.1,41.6,34,40.7,16.5,96.46496153,0.249532127,0.332709503,0.519858598,48.76260312,11.20381406
1181,147.8,49,19,412.7,51434,8585,9.7,0,"(51046.4, 54545.6]",44.6,42.9,45.8,"Johnson County, Wyoming",2.34,54.1,29.1,44.1,,3.4,36.1,16.5,63.8,3.6,76.9,,46.5,30.5,12.2,97.36046512,0.046511628,0,1.802325581,48.39682105,6.819672131
1182,156.1,435,159,438.5,57192,97121,10.8,175.0393839,"(54545.6, 61494.5]",36.7,35.2,38.2,"Laramie County, Wyoming",2.51,53.3,13.6,36,,6.4,26.3,17.8,61.3,5,74.6,,47.9,27.8,12.2,87.85929101,2.909955884,1.165239807,3.984030347,51.75899609,5.053669323
1183,143.3,73,27,365.9,63575,18722,9,0,"(61494.5, 125635]",38.1,37.6,39.1,"Lincoln County, Wyoming",2.68,61.4,14,55.2,25.7,5.1,31.5,15.7,63,6.4,77.6,,51.4,24.9,10.6,96.53854553,0.147412099,0.414937759,0.540511029,61.14462263,6.394269037
1184,168.2,367,139,451,57427,82178,10.4,462.4108642,"(54545.6, 61494.5]",36,35.4,37.1,"Natrona County, Wyoming",2.44,50.6,17.3,33,,5.4,27.5,14.5,65.7,5.1,69.6,56.1,50.2,26.8,13.4,92.55102423,1.114846709,0.947369737,1.261076602,47.12271638,5.340540541
1185,180.6,16,7,436.8,45251,2542,14.7,0,"(45201, 48021.6]",43,41.4,44.3,"Niobrara County, Wyoming",2.15,55.4,22.6,40,,3,28.1,17.5,,1.6,67.9,45.6,38,34.7,13.3,93.20349762,0.278219396,0.635930048,0.755166932,52.15311005,6.042296073
1186,152,158,61,411.3,55354,29228,10.8,1402.764472,"(54545.6, 61494.5]",43.6,42.3,44.6,"Park County, Wyoming",2.38,56.3,12.4,29.1,53.2,5.3,28.5,17.5,64.5,3.8,71.4,54.9,44.4,30.5,13.1,94.78005865,0.814214249,0.600310505,1.28687252,54.58467264,5.701401192
1187,141.5,54,20,416.9,49713,8812,13,0,"(48021.6, 51046.4]",47.9,46.2,49.6,"Platte County, Wyoming",2.3,55,7.1,52.4,,0,30.8,14.7,57.3,2.4,62.6,43.1,37.2,37,16.4,94.25142857,0.034285714,0.434285714,2.331428571,48.43001597,9.708737864
1188,168.7,173,65,458.1,54716,30009,9.9,1499.550135,"(54545.6, 61494.5]",42.2,42,42.5,"Sheridan County, Wyoming",2.28,56.9,5.5,37.1,50.2,7.2,27.2,19.3,60.2,3.4,73.9,56.9,47.8,29.3,12.7,93.67139687,0.810410922,0.763333109,1.688075863,53.28351089,4.312372589
1189,126.9,33,11,352,77222,9899,6.8,0,"(61494.5, 125635]",38.1,36.9,39.8,"Sublette County, Wyoming",2.74,62.1,30.2,21.3,,6.6,35.2,17,69.7,5.4,76.1,65.4,54.3,18.2,8.6,95.69042206,0,0.523870713,0.118612237,64.53215567,5.14813016
1190,141.1,155,49,403.5,72604,44626,9.8,0,"(61494.5, 125635]",33.6,33.9,33.4,"Sweetwater County, Wyoming",2.64,55.2,16.9,35.5,,4,35.4,13.8,68.4,5.4,74.2,62.7,59,21.9,11.3,92.13347628,0.866613062,0.857678906,1.684088269,54.38575454,8.929775551
1191,136.9,83,23,402.7,75348,23125,7.7,0,"(61494.5, 125635]",38,38.2,37.9,"Teton County, Wyoming",2.63,47.7,7.4,25.2,,26.7,17.9,37.8,76.5,2.6,77,67.2,46.1,14.4,5.5,93.1603245,0.32271077,1.900407871,2.783380395,50.5801881,1.745232098
1192,132.8,68,24,359.3,56800,20822,10,0,"(54545.6, 61494.5]",34.6,33.2,35.8,"Uinta County, Wyoming",2.76,56.5,18.4,38.6,,0.4,36.2,13.9,65.8,4.4,71,,54.1,24.4,13,94.23315815,0.195891065,0.119445772,1.538461538,57.45134631,6.918371652
1193,182.3,50,21,448,50802,8328,12.6,0,"(48021.6, 51046.4]",43.4,43.7,43.1,"Washakie County, Wyoming",2.34,56,34.2,52.3,,0.2,29.3,15,58.7,6.8,66.8,49.3,43.8,32.2,13.9,91.23809524,0.678571429,0.166666667,4.142857143,51.70842825,5.37037037
1194,182.6,37,17,397.1,55520,7234,13.2,0,"(54545.6, 61494.5]",42.1,42,42.7,"Weston County, Wyoming",2.27,58,16.5,46.1,,4.6,32.2,12.9,57.7,5.2,73.4,57.6,52.5,29.4,12.4,94.7287472,0.209731544,0.531319911,0.069910515,52.34427328,17.40104556
1195,157,48,17,467.5,36544,7743,20.5,0,"(34218.1, 37413.8]",43.2,43,43.4,"Franklin County, Mississippi",2.36,60.2,14.2,38.6,,2.8,37.3,10.5,51.1,8.9,58.5,,41.5,36.6,21.3,63.59933817,35.84065165,0.114547537,0,54.99848071,7.715311005
1196,210.5,98,48,415.7,44811,23373,17,0,"(42724.4, 45201]",36.4,35.3,38.6,"George County, Mississippi",3.02,51.3,18.3,46.7,,2.6,40.7,7.6,47,9,56.2,44.9,39.4,35.7,22.5,89.27891274,7.929362881,0.683864266,0.895948753,56.87324321,3.008098727
1197,171.2,51,24,355.4,39615,13522,23.6,0,"(37413.8, 40362.7]",36.9,36.3,39.6,"Greene County, Mississippi",2.59,43.8,20.9,39.9,,1.8,36.7,5.6,34.3,12.6,54.9,42.3,36.4,39.2,23.3,72.04331517,25.81215939,0,0.375115012,52.53588517,6.247604446
1198,225.1,141,60,541.3,33650,21578,24.8,185.373992,"[22640, 34218.1]",40.4,38.8,40.9,"Grenada County, Mississippi",2.86,39.3,35.7,31.5,,0.4,30.2,9.9,,9.4,55.3,42.7,37.2,44,23.9,55.53702932,43.6153953,0.490945301,0,42.92636963,1.946661476
1199,179.8,239,98,443.1,46288,46420,19.8,43.08487721,"(45201, 48021.6]",41.8,40.4,42.9,"Hancock County, Mississippi",2.43,50.9,17.9,29.9,,5.2,29.2,13.3,50.4,10.1,56.9,41,35.2,36.7,19.4,86.97920091,9.143708769,0.962149604,1.343502751,47.7758055,4.851190476
1200,206.7,959,398,497.4,41010,201410,18.8,24.82498386,"(40362.7, 42724.4]",424.8,34.2,36.8,"Harrison County, Mississippi",2.52,45.3,14.8,33,,4.2,28.8,13.2,54,9.7,57.5,42.2,32.6,35.9,20.2,69.41070373,23.27327939,3.04124972,1.080155705,41.8307372,5.1314986
1201,175.5,1189,413,502.3,38454,242891,23.6,551.6877941,"(37413.8, 40362.7]",33.6,32,35.2,"Hinds County, Mississippi",2.68,35,17.3,25,,8.1,24.9,16.1,55.4,10.3,56.1,44.5,37.8,37.2,23.8,27.30056858,70.30796262,0.820745585,0.708492968,34.49223767,5.533244087
1202,239.7,110,48,554.1,22640,18340,44,0,"[22640, 34218.1]",33.5,31,36.6,"Holmes County, Mississippi",2.82,25.1,13.8,40,,2.9,36.9,8.5,37.5,19.2,34.9,27.6,23.8,52.6,38.7,16.54059237,82.55913062,0.383549968,0,26.46417445,5.501407841
1203,220.9,55,22,560.9,25562,8669,40.3,0,"[22640, 34218.1]",35.3,32.3,37.5,"Humphreys County, Mississippi",2.91,26.8,24.6,34.4,,2.7,27.8,7.8,39.4,26.8,33.5,26.3,23.4,53.4,39.8,22.60685663,75.40071238,0.111308994,0.745770258,26.98724239,9.134847753
1204,257.8,7,4,448.4,37096,1337,39.5,0,"(34218.1, 37413.8]",44.3,44.5,43.7,"Issaquena County, Mississippi",2.33,33.6,38.8,36.5,,0,34.9,4.4,27,11.6,36.6,25.7,18.3,57.1,32.7,34.3144849,65.14329977,0,0.542215337,38.76146789,5.23255814
1205,193.2,136,55,487.2,38366,23609,17.2,0,"(37413.8, 40362.7]",39.3,37.1,41.5,"Itawamba County, Mississippi",2.54,51.9,8,35.3,,3.4,31.8,8.8,50,9.3,61.2,46.6,41.5,39,22,91.71463903,6.528506247,0.217474735,0.571404205,53.67289191,5.256362966
1206,193.7,728,285,486.8,48018,141425,15.6,141.4177126,"(45201, 48021.6]",37.8,36.7,38.6,"Jackson County, Mississippi",2.78,48,18.4,30.1,,4.2,31.4,12.1,53.5,9.1,62.3,48.3,42,32,18.2,72.28382951,21.82603998,2.261935227,1.314367767,48.31017873,5.060304916
1207,194.1,102,42,468.1,35019,16569,22.7,0,"(34218.1, 37413.8]",41.6,41.2,42.2,"Jasper County, Mississippi",2.4,50.9,18.7,41.5,,3.2,36.4,9,47.6,7.9,52.3,36.6,31.2,46.8,28.8,46.26235833,52.95997106,0.006028454,0.144682903,47.28648334,4.697986577
1208,199.1,42,17,491.8,26408,7507,38.5,0,"[22640, 34218.1]",34.8,33.4,37.5,"Jefferson County, Mississippi",2.81,26.3,15.9,34.5,,5.2,36.4,6.6,30.9,15.9,43,32.7,28,52.2,33.4,13.93356182,85.94779858,0.118639599,0,25.54027505,4.610130905
1209,216.1,75,35,464.5,28271,11665,29.8,0,"[22640, 34218.1]",43.1,42.1,44.6,"Jefferson Davis County, Mississippi",2.35,41.6,24.4,41.4,31.8,2.3,39.1,9.7,42.2,12.9,46.4,29.4,26.1,47.3,28.4,38.40549368,61.23440248,0,0.142366636,36.89978083,7.061933535
1210,178.6,346,141,446.7,37367,68215,24.4,0,"(34218.1, 37413.8]",36.6,35.6,37.9,"Jones County, Mississippi",2.71,48,18.3,30.2,,5.2,28.2,10.4,50.2,7.4,52.2,39.6,35.5,43.6,27.6,69.06379987,28.86958814,0.555099889,0.443786982,48.71544318,8.134642356
1211,171,55,22,432,33015,9969,28.2,0,"[22640, 34218.1]",38.3,35.7,41.5,"Kemper County, Mississippi",2.53,36.7,31.6,21.9,,6,31.1,7.9,42.9,10.1,49.6,35.6,32.2,47.2,27,36.83282734,59.01478797,0.107726961,0,35.63437926,8.165019338
1212,168.3,180,70,441.6,40797,53154,25.9,112.8795575,"(40362.7, 42724.4]",28.5,28.1,29.3,"Lafayette County, Mississippi",2.65,36.3,4.3,16.1,,8.7,20.9,21.7,52.8,8.4,73.5,,47.3,25.1,13.6,71.99867107,24.02235729,1.932810882,0.570658016,40.60228453,4.979333506
1213,163.5,232,82,444.2,51389,60618,14.2,16.49675014,"(51046.4, 54545.6]",34,32.5,35.1,"Lamar County, Mississippi",2.68,52.4,12.7,22.4,,10.5,23.9,23.5,59.5,8.5,65.5,,44.5,28.5,16.9,75.8002887,20.08321304,1.399337692,1.020633438,52.42167848,5.380501321
1214,161.9,397,149,438.8,38869,78524,21.7,0,"(37413.8, 40362.7]",37.5,35.1,39.8,"Lauderdale County, Mississippi",2.56,42.8,17.9,34.9,,6.2,30.9,12.1,52.2,9.6,58.4,45.3,37.4,37.9,23.2,54.46688045,42.45540635,0.845525604,0.711494138,41.78310495,5.340297394
1215,211.9,82,33,527.4,38471,12622,22.3,0,"(37413.8, 40362.7]",40.7,40,41.1,"Lawrence County, Mississippi",2.63,51.6,20.6,43.2,33.3,2.8,35.4,8.5,47.2,10.8,56.4,40.8,34.8,39.2,22.2,66.335611,32.30573653,0.063562689,0.158906722,51.52719665,5.109751709
1216,236,118,59,475.7,32239,22763,27.1,0,"[22640, 34218.1]",34.8,32.6,37.3,"Leake County, Mississippi",2.67,45.5,28.3,38.8,,4.3,35.1,8.4,48.9,10.5,48.6,37.9,33.8,41.2,25.4,52.22217423,41.35965102,0.215954736,0.077743705,45.95862401,4
1217,249.7,459,225,517.1,43374,85300,19.4,246.1899179,"(42724.4, 45201]",36.5,35.2,37.6,"Lee County, Mississippi",2.6,48.8,19.5,28.9,,6.3,27.5,14.1,57.7,7.8,61.8,49.4,44.7,36.2,21.8,68.92845383,27.96697869,0.677360177,0.839644386,47.92176039,4.984662577
1218,234.6,165,76,511.5,26439,30999,40.1,0,"[22640, 34218.1]",32.9,31.1,34.7,"Leflore County, Mississippi",2.76,27.4,17.1,33.6,,4.7,33.8,11.5,39.3,16.3,38.9,30.5,26.6,49,35.6,25.39662394,72.17921056,0.812285823,0.964589415,28.93569845,4.749478079
1219,212.5,194,86,478.1,36118,34649,21.6,86.58258536,"(34218.1, 37413.8]",37.7,36.2,39.7,"Lincoln County, Mississippi",2.62,48.7,16,38.9,,7.8,35.7,9.3,49,7.5,57.7,45.5,37.6,37,22.4,68.23529412,30.79534014,0.575291241,0.046023299,48.44146848,2.20341093
1220,185,285,121,445.6,39937,59710,23.6,150.7285212,"(37413.8, 40362.7]",36.3,35,37.7,"Lowndes County, Mississippi",2.5,45.7,16.1,24.1,,10.5,29,14.2,,12.6,57.5,43.1,35.5,38.5,21.7,53.79654601,43.83323004,0.703529372,0.626476155,44.66265578,6.778509815
1221,292.5,430,269,460.5,66671,103465,13.1,19.33020828,"(61494.5, 125635]",37,35.4,37.8,"Madison County, Mississippi",2.65,52.3,15.4,22.5,,10.9,16,26.7,62.9,5.4,75.2,62.5,51.2,26.6,13.5,56.73240055,38.23775973,2.318317,1.872218119,51.2302261,4.789430223
1222,205.5,146,66,462.7,33428,25563,30.4,0,"[22640, 34218.1]",39.1,37.3,40.5,"Marion County, Mississippi",2.58,50.3,27.6,30.5,,3.4,36.5,8.7,45.5,10.4,48.3,36.1,31.2,45,27.1,65.7627638,32.29537707,0.011490291,0.578344632,48.83839413,7.310838446
1223,213.6,184,88,438.7,37554,35916,21.5,27.84274418,"(37413.8, 40362.7]",39.6,38.8,40.4,"Marshall County, Mississippi",2.63,43.9,14.4,33.7,,8.2,37.7,9.6,48.4,8.4,51,40.2,32.1,40.3,26,49.20159406,47.59928542,0.08794833,2.077779305,43.94933618,3.7384301
1224,174.3,227,80,501,36810,35827,20.1,0,"(34218.1, 37413.8]",40.6,38.7,42.7,"Monroe County, Mississippi",2.57,49.8,21.7,29.1,46.5,2.8,33.8,9.9,49.6,10.9,58.5,44.9,39.7,39.3,22.9,68.09951624,30.46579129,0.09398756,0.05252246,49.69862227,5.236239649
1225,194.5,67,28,473.8,31963,10152,24.7,0,"[22640, 34218.1]",41.7,40.5,42.9,"Montgomery County, Mississippi",0.0243,48.2,26.9,45.3,24.8,3,32.1,10.6,43.8,8.5,53.7,38.8,34.9,48.1,28.3,53.5454893,45.04013761,0.181574924,0,46.30368458,7.049608355
1226,181.3,137,59,419.5,37686,29463,20.7,0,"(37413.8, 40362.7]",35.8,34.7,36.9,"Neshoba County, Mississippi",2.71,45.6,24.8,20.5,,4.8,32.7,9,55.6,9.8,55.3,42.9,36.9,37.2,22.6,59.36114777,22.36997936,0.477108923,0.087977532,44.7662507,8.259717314
1227,185.3,116,48,457.9,35185,21747,22.3,0,"(34218.1, 37413.8]",37.7,37.1,38.3,"Newton County, Mississippi",2.61,48.9,17.9,30,,5.8,30.1,10.6,49.7,10.6,58.2,44.1,38.3,38.4,21.6,63.23685547,30.35590638,0.25388912,0.189262798,48.2711272,4.476744186
1228,204.2,54,27,423.5,28730,11043,31.3,0,"[22640, 34218.1]",36.8,34.3,40,"Noxubee County, Mississippi",2.69,39.4,21.2,33.6,38.5,6.7,30.5,7.3,44.6,19,41.5,28.8,22.2,49.2,30.5,27.76631069,71.93753926,0,0.143587903,39.93115318,4.965357968
1229,147.8,160,56,425.4,34429,49800,29.9,100.4016064,"(34218.1, 37413.8]",25,24,26,"Oktibbeha County, Mississippi",2.51,33,3.9,10.3,,7.5,19.3,21.7,47.3,13.3,70,59.2,51.2,26.3,14.3,58.32653727,37.11670201,3.001141739,0.491355407,36.08648401,3.389715373
1230,224.4,178,83,478.6,34526,34167,25.9,0,"(34218.1, 37413.8]",36.5,35.2,37.8,"Panola County, Mississippi",2.81,40,24.7,40.4,,8.7,36.7,10.7,48.6,10.3,51.5,40.6,34.4,42.9,27.7,48.81447648,50.17601024,0.046548163,0.122188927,41.16047144,6.394230769
1231,208.6,326,137,495.5,38465,55191,19.3,0,"(37413.8, 40362.7]",40.7,39.5,41.9,"Pearl River County, Mississippi",2.61,51.9,14,32.2,,1.1,31.4,9.6,46.2,12.1,55.9,41.9,36.8,37.6,21.3,84.08399159,13.55714182,0.143126314,0.710196391,51.86838785,4.728190104
1232,202.6,69,28,492.4,32459,12277,22.6,0,"[22640, 34218.1]",40.1,37.7,43,"Perry County, Mississippi",2.75,48.2,31,28,,0.7,41.3,6.1,42.8,12.9,48,,29.1,41.6,24.1,77.46779355,21.31779765,0.073849184,0.139492902,48.11020036,4.821037253
1233,215.8,235,101,506.1,30078,39956,30.5,0,"[22640, 34218.1]",36.7,34.6,39.2,"Pike County, Mississippi",2.65,40.4,26.7,32.6,,0.5,34.5,10.1,47.5,9.5,50.8,36.8,30.8,46.2,28,45.61946351,52.47161572,0.426699938,0.551466001,39.61676485,5.009078287
1234,180.8,150,59,468.2,40198,30908,17.7,0,"(37413.8, 40362.7]",37,35,39.2,"Pontotoc County, Mississippi",2.87,49.2,14.9,30.8,,6.4,34.7,9.5,57.6,6.6,56.6,44.7,38.6,35.1,21,79.54582692,15.17514828,0.344070518,3.630763181,50.87269968,5.189340813
1235,203.2,129,63,428.8,34794,25459,22.3,0,"(34218.1, 37413.8]",39.2,37.1,41.5,"Prentiss County, Mississippi",2.5,51.1,20.4,33,,3.8,33.9,6.9,47.5,10.2,51.4,,32,45.3,27.1,83.95981087,14.19621749,0.208825847,0.657998424,51.18215461,4.867486575
1236,254.5,40,24,432.5,26204,7486,36.2,0,"[22640, 34218.1]",38.5,36.7,40.2,"Quitman County, Mississippi",2.49,36,10.7,36.6,,3.6,29.1,9.5,38.3,25.3,33.8,24,22.1,52.6,37.1,28.93956964,70.24867929,0,0.296353563,33.11496888,6.153846154
1237,157.3,697,222,483.7,58368,149039,11.1,6.709653178,"(54545.6, 61494.5]",36.9,35.9,37.9,"Rankin County, Mississippi",2.62,53.5,15.2,26.8,,12.1,26.9,18.7,60.3,5.4,73.1,58.8,52,26.8,13,77.11176675,19.68915448,1.223758355,0.673203371,54.32342007,4.71844142
1238,211,158,62,535.9,32049,28265,26.9,0,"[22640, 34218.1]",36,34.5,37.2,"Scott County, Mississippi",2.85,42.7,22.9,32.8,39.5,4.8,34.4,7.7,50.4,13.1,48.5,37.7,32.5,40.5,24.9,59.80277807,37.33078853,0.862404128,0.943696321,41.294393,5.869989491
1239,215.1,33,13,543.8,27877,4585,37.4,0,"[22640, 34218.1]",38.5,33.7,40.4,"Sharkey County, Mississippi",2.64,32.9,31.2,30.8,,0,30.6,16,45.1,22.1,41.7,31,24.4,47.7,32.7,27.92924037,71.55046826,0.353798127,0.166493236,33.29564726,7.020547945
1240,183.7,146,58,461.8,34338,27222,25.9,0,"(34218.1, 37413.8]",37.7,35.5,41.1,"Simpson County, Mississippi",2.77,46.2,22.7,35.8,,2.9,38.9,8.6,46.6,10.9,49.4,34.6,29.6,44.3,27.6,62.81157622,35.69942703,0.018247509,0.255465129,48.13390165,5.577235772
1241,200.5,75,40,376.2,38975,16059,20.8,0,"(37413.8, 40362.7]",40.1,40.1,40.1,"Smith County, Mississippi",2.65,53.6,24.9,39.1,,5.4,42.2,8.2,50.8,4.8,56.8,42.6,36,41.7,24.5,74.87236267,24.76471674,0.06766316,0.012302393,51.32292523,5.357614146
1242,214.2,93,39,506.8,41136,18070,19.5,0,"(40362.7, 42724.4]",36.8,35.4,39.1,"Stone County, Mississippi",3,49.3,13.2,34.6,,6.1,34.4,10.4,48.4,9.7,55.8,,37.3,37.4,23,78.69062187,19.19012126,0.150183558,0.022249416,56.29770992,6.422857143
1243,230.1,126,63,463.6,29227,27005,34.8,0,"[22640, 34218.1]",34.1,32.8,35.7,"Sunflower County, Mississippi",2.81,29.3,23.3,29.5,,4.4,28.3,9.5,38.2,20.1,42.3,32.6,28.1,45.9,32.2,25.78553259,73.0393035,0.383361399,0.24721436,33.19228961,6.248990796
1244,235,70,37,447.4,28456,14588,37.4,0,"[22640, 34218.1]",36,33.2,43.9,"Tallahatchie County, Mississippi",2.4,30.1,36.6,44.3,18.1,1,32.1,5.2,29.6,19,47.6,,31.9,46.4,27.6,42.10842971,45.13002206,1.484056421,10.33491544,35.20291838,2.224694105
1245,215.5,141,64,474.6,40975,28296,18.5,0,"(40362.7, 42724.4]",36.7,34.7,38.3,"Tate County, Mississippi",2.67,44.8,19.8,30.6,,1.7,29.6,11.3,51.4,10,60.6,46.2,40,36.3,20.6,67.07372866,30.78303713,0.362484603,0.464543375,46.8612555,5.503910285
1246,175.7,106,45,415.1,37026,22131,19.1,0,"(34218.1, 37413.8]",38.4,36.9,40.8,"Tippah County, Mississippi",0.0261,56.1,12.6,38.5,,1.9,32,7.4,49.3,12.2,56.9,43.3,36.1,40,22.7,81.25056679,16.00163236,0.244853541,0.312868414,56.40196431,5.683802134
1247,184,116,49,445.6,35550,19552,17.7,0,"(34218.1, 37413.8]",42.8,42.8,42.9,"Tishomingo County, Mississippi",2.52,56,17.9,39.4,,3,38.3,7.2,50.2,10.5,57,40.1,35.8,40.8,22.7,94.53400891,2.599928348,0.163775014,1.427913404,54.88761108,3.298774741
1248,236.9,49,21,523.3,30689,10343,27.9,0,"[22640, 34218.1]",32.2,30.3,33.8,"Tunica County, Mississippi",2.6,35.3,17.8,31.7,,0,30.6,12.3,54.5,12.4,46.6,36.1,31.2,43.9,29.6,21.08427985,75.53689033,0.744487926,1.603512456,32.56455252,6.144623454
1249,149.4,144,47,461.3,37667,28429,15.9,70.35069823,"(37413.8, 40362.7]",38,37.5,38.4,"Union County, Mississippi",2.66,51.7,20.8,28.9,,6.3,33.3,8.1,,10.7,55.6,41.1,36.1,40.6,22.7,81.84890871,14.33245838,0.729927007,1.18298515,51.88980184,4.427409262
1250,202.5,77,39,402.1,31607,14638,26.4,0,"[22640, 34218.1]",39.4,36.1,43.4,"Walthall County, Mississippi",2.58,46,9.8,29,,0,41,6.6,46,11.1,50.4,,31.3,42.3,24.7,53.19134731,45.1862732,0.260381893,0.574175457,45.33935081,4.465958776
1251,192.1,250,103,469.1,40397,47485,21.7,0,"(40362.7, 42724.4]",37.9,36.8,39.7,"Warren County, Mississippi",2.58,44.8,21.9,35.5,,5.7,30.1,13.9,52.7,8,58.7,46,41.3,36.7,21.7,49.57101208,47.94877135,0.818408996,0.618492295,44.01303285,3.589466089
